市町村コード,都道府県名,自治体名,測定日,大曲,神岡,西仙北,中仙,協和,南外,仙北,太田
5212,秋田県,大仙市,2020/11/27,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2020/11/28,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2020/11/29,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2020/11/30,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2020/12/1,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2020/12/2,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2020/12/3,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2020/12/4,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2020/12/5,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2020/12/6,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2020/12/7,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2020/12/8,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2020/12/9,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2020/12/10,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2020/12/11,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2020/12/12,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2020/12/13,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2020/12/14,7,4,7,5,5,7,5,2
5212,秋田県,大仙市,2020/12/15,18,15,14,9,10,11,20,6
5212,秋田県,大仙市,2020/12/16,36,28,21,21,18,21,36,16
5212,秋田県,大仙市,2020/12/17,38,35,16,32,17,25,39,23
5212,秋田県,大仙市,2020/12/18,66,55,64,50,20,32,62,33
5212,秋田県,大仙市,2020/12/19,89,68,58,46,50,51,76,38
5212,秋田県,大仙市,2020/12/20,80,78,54,45,52,57,77,34
5212,秋田県,大仙市,2020/12/21,87,85,56,50,53,71,93,38
5212,秋田県,大仙市,2020/12/22,88,86,60,51,53,65,92,41
5212,秋田県,大仙市,2020/12/23,63,68,45,30,30,51,60,23
5212,秋田県,大仙市,2020/12/24,44,50,33,21,12,37,45,13
5212,秋田県,大仙市,2020/12/25,33,32,26,17,8,30,36,11
5212,秋田県,大仙市,2020/12/26,40,35,29,18,5,31,34,13
5212,秋田県,大仙市,2020/12/27,40,33,24,21,7,31,34,13
5212,秋田県,大仙市,2020/12/28,37,31,26,19,6,29,34,10
5212,秋田県,大仙市,2020/12/29,33,27,23,9,4,29,28,8
5212,秋田県,大仙市,2020/12/30,32,25,20,17,4,29,27,8
5212,秋田県,大仙市,2020/12/31,53,45,40,33,27,52,50,21
5212,秋田県,大仙市,2021/1/1,88,80,52,34,26,87,78,29
5212,秋田県,大仙市,2021/1/2,115,105,71,57,38,101,101,40
5212,秋田県,大仙市,2021/1/3,120,115,80,59,39,110,102,40
5212,秋田県,大仙市,2021/1/4,139,133,105,85,57,128,133,67
5212,秋田県,大仙市,2021/1/5,166,148,125,95,74,159,138,80
5212,秋田県,大仙市,2021/1/6,144,135,115,85,63,134,115,59
5212,秋田県,大仙市,2021/1/7,126,110,97,80,63,128,108,57
5212,秋田県,大仙市,2021/1/8,127,115,104,85,70,126,116,60
5212,秋田県,大仙市,2021/1/9,138,133,111,99,84,140,124,69
5212,秋田県,大仙市,2021/1/10,146,144,120,106,85,138,136,87
5212,秋田県,大仙市,2021/1/11,160,150,130,109,95,145,151,91
5212,秋田県,大仙市,2021/1/12,145,135,120,103,80,137,133,83
5212,秋田県,大仙市,2021/1/13,138,118,118,101,73,129,127,78
5212,秋田県,大仙市,2021/1/14,116,102,102,85,60,115,104,59
5212,秋田県,大仙市,2021/1/15,110,97,86,81,55,107,94,52
5212,秋田県,大仙市,2021/1/16,106,85,80,75,49,102,92,50
5212,秋田県,大仙市,2021/1/17,101,79,75,72,55,98,85,46
5212,秋田県,大仙市,2021/1/18,103,76,89,74,50,100,87,48
5212,秋田県,大仙市,2021/1/19,126,102,101,95,75,122,107,67
5212,秋田県,大仙市,2021/1/20,137,115,118,105,78,118,120,72
5212,秋田県,大仙市,2021/1/21,130,105,114,97,68,117,114,67
5212,秋田県,大仙市,2021/1/22,111,90,92,83,55,106,93,56
5212,秋田県,大仙市,2021/1/23,108,78,84,72,51,98,86,52
5212,秋田県,大仙市,2021/1/24,107,72,80,72,50,96,85,50
5212,秋田県,大仙市,2021/1/25,107,71,78,70,49,95,85,49
5212,秋田県,大仙市,2021/1/26,105,70,76,70,48,94,85,47
5212,秋田県,大仙市,2021/1/27,103,69,75,69,45,92,84,42
5212,秋田県,大仙市,2021/1/28,99,68,73,68,41,87,79,39
5212,秋田県,大仙市,2021/1/29,99,70,72,69,42,87,79,44
5212,秋田県,大仙市,2021/1/30,108,84,89,76,52,95,104,47
5212,秋田県,大仙市,2021/1/31,129,110,96,81,47,110,103,52
5212,秋田県,大仙市,2021/2/1,129,107,99,78,46,108,100,50
5212,秋田県,大仙市,2021/2/2,108,86,86,70,40,89,86,41
5212,秋田県,大仙市,2021/2/3,126,108,100,83,51,115,100,51
5212,秋田県,大仙市,2021/2/4,142,122,107,90,62,133,114,55
5212,秋田県,大仙市,2021/2/5,154,141,107,115,68,141,120,65
5212,秋田県,大仙市,2021/2/6,145,122,105,105,52,125,109,58
5212,秋田県,大仙市,2021/2/7,130,103,94,85,48,106,96,51
5212,秋田県,大仙市,2021/2/8,140,110,95,88,49,119,93,54
5212,秋田県,大仙市,2021/2/9,146,120,99,99,57,121,105,57
5212,秋田県,大仙市,2021/2/10,150,131,110,125,62,128,115,86
5212,秋田県,大仙市,2021/2/11,138,122,97,106,57,111,102,67
5212,秋田県,大仙市,2021/2/12,133,107,96,100,51,110,100,67
5212,秋田県,大仙市,2021/2/13,133,104,95,96,51,108,98,61
5212,秋田県,大仙市,2021/2/14,131,100,94,95,50,107,97,57
5212,秋田県,大仙市,2021/2/15,128,96,89,90,48,104,92,53
5212,秋田県,大仙市,2021/2/16,118,91,84,82,40,97,85,49
5212,秋田県,大仙市,2021/2/17,123,91,82,82,40,98,85,49
5212,秋田県,大仙市,2021/2/18,131,97,87,89,43,102,90,56
5212,秋田県,大仙市,2021/2/19,134,101,94,99,55,103,95,64
5212,秋田県,大仙市,2021/2/20,126,93,87,86,48,96,86,56
5212,秋田県,大仙市,2021/2/21,121,88,83,82,40,93,82,53
5212,秋田県,大仙市,2021/2/22,117,83,79,80,38,91,78,47
5212,秋田県,大仙市,2021/2/23,111,78,75,74,32,88,70,44
5212,秋田県,大仙市,2021/2/24,122,83,80,102,34,93,74,60
5212,秋田県,大仙市,2021/2/25,127,90,82,107,40,95,77,65
5212,秋田県,大仙市,2021/2/26,122,85,78,95,42,90,75,67
5212,秋田県,大仙市,2021/2/27,120,85,78,88,43,86,73,58
5212,秋田県,大仙市,2021/2/28,119,84,74,85,38,84,70,51
5212,秋田県,大仙市,2021/3/1,118,81,73,85,38,82,67,48
5212,秋田県,大仙市,2021/3/2,111,75,69,81,36,80,65,45
5212,秋田県,大仙市,2021/3/3,108,70,71,77,33,80,59,42
5212,秋田県,大仙市,2021/3/4,107,68,64,76,33,77,59,41
5212,秋田県,大仙市,2021/3/5,106,65,59,74,33,74,55,38
5212,秋田県,大仙市,2021/3/6,105,59,57,70,32,72,48,35
5212,秋田県,大仙市,2021/3/7,103,56,54,68,32,66,44,34
5212,秋田県,大仙市,2021/3/8,100,50,49,67,31,60,43,30
5212,秋田県,大仙市,2021/3/9,100,48,47,66,30,59,38,29
5212,秋田県,大仙市,2021/3/10,98,44,46,62,30,52,37,24
5212,秋田県,大仙市,2021/3/11,96,40,43,58,28,48,35,19
5212,秋田県,大仙市,2021/3/12,95,35,39,54,27,42,33,14
5212,秋田県,大仙市,2021/3/13,94,32,35,50,26,41,29,13
5212,秋田県,大仙市,2021/3/14,91,27,30,42,22,34,24,6
5212,秋田県,大仙市,2021/3/15,85,21,25,41,18,27,13,3
5212,秋田県,大仙市,2021/3/16,76,15,19,34,15,25,10,2
5212,秋田県,大仙市,2021/3/17,74,11,17,31,13,20,3,2
5212,秋田県,大仙市,2021/3/18,71,7,13,26,7,15,2,2
5212,秋田県,大仙市,2021/3/19,70,3,8,24,5,12,0,0
5212,秋田県,大仙市,2021/3/20,67,0,2,18,0,10,0,0
5212,秋田県,大仙市,2021/3/21,66,0,0,8,0,5,0,0
5212,秋田県,大仙市,2021/3/22,53,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/3/23,48,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/3/24,48,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/3/25,38,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/3/26,33,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/3/27,20,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/3/28,8,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/3/29,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/3/30,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/3/31,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/1,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/2,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/3,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/4,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/5,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/6,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/7,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/8,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/9,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/10,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/11,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/12,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/13,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/14,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/15,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/16,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/17,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/18,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/19,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/20,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/21,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/22,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/23,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/24,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/25,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/26,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/27,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/28,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/29,0,0,0,0,0,0,0,0
5212,秋田県,大仙市,2021/4/30,0,0,0,0,0,0,0,0
